pmid,title,abstract,file_path,label,cleaned_abstract,extracted_diseases,encoded_label
25310214,Langerhans cell histiocytosis.,"BACKGROUND: Langerhans cell histiocytosis (LCH) is a rare histiocytic disorder of unknown etiopathogenesis. Its clinical presentation is variable and ranges from isolated skin or bone disease to a life-threatening multisystem condition. LCH can occur at any age but is more frequent in the pediatric population. A neoplastic origin of this disease has been suggested due to the discovery of the mutually exclusive activating somatic BRAF V600E and MAP2K1 gene mutations that occur in about 75% of patients. METHODS: A survey of recent literature focused on the diagnosis, management, and prognosis of Langerhans cell histiocytosis. Data were collected, analyzed, and discussed with an emphasis on contemporary clinical practice. RESULTS: LCH is common in the pediatric population; compared with adults, children usually have a more aggressive clinical course that requires systemic chemotherapy. Patients with low-risk LCH have an excellent prognosis and a long-term survival rate that may be as high as 99%; by contrast, patients with high-risk LCH have a survival rate close to 80%. Typically, adult patients present with limited skin or bone involvement that can be treated with surgical resection or focal radiation therapy, resulting in an overall survival rate of 100%. Smoking cessation can result in the improvement of respiratory symptoms and the spontaneous resolution of pulmonary LCH. Targeted therapy with BRAF inhibitors has been used in select patients with LCH, and the results have been encouraging. CONCLUSIONS: Our understanding of LCH has improved in the last 20 years. Available treatment regimens can control the disease in the majority of patients. The discovery of novel driver mutations and the development of targeted therapy promise better outcomes with fewer long-term therapy-related adverse events, particularly for pediatric and adolescent patients.",Dataset__1_\Dataset\Non-Cancer\25310214.txt,0,"BACKGROUND: Langerhans cell histiocytosis (LCH) is a rare histiocytic disorder of unknown etiopathogenesis. Its clinical presentation is variable and ranges from isolated skin or bone disease to a life-threatening multisystem condition. LCH can occur at any age but is more frequent in the pediatric population. A neoplastic origin of this disease has been suggested due to the discovery of the mutually exclusive activating somatic BRAF V600E and MAP2K1 gene mutations that occur in about 75 of patients. METHODS: A survey of recent literature focused on the diagnosis, management, and prognosis of Langerhans cell histiocytosis. Data were collected, analyzed, and discussed with an emphasis on contemporary clinical practice. RESULTS: LCH is common in the pediatric population; compared with adults, children usually have a more aggressive clinical course that requires systemic chemotherapy. Patients with low-risk LCH have an excellent prognosis and a long-term survival rate that may be as high as 99; by contrast, patients with high-risk LCH have a survival rate close to 80. Typically, adult patients present with limited skin or bone involvement that can be treated with surgical resection or focal radiation therapy, resulting in an overall survival rate of 100. Smoking cessation can result in the improvement of respiratory symptoms and the spontaneous resolution of pulmonary LCH. Targeted therapy with BRAF inhibitors has been used in select patients with LCH, and the results have been encouraging. CONCLUSIONS: Our understanding of LCH has improved in the last 20 years. Available treatment regimens can control the disease in the majority of patients. The discovery of novel driver mutations and the development of targeted therapy promise better outcomes with fewer long-term therapy-related adverse events, particularly for pediatric and adolescent patients.",[],0
25741140,Screening analysis of candidate gene mutations in a kindred with polycystic liver disease.,"AIM: To find potential mutable sites by detecting mutations of the candidate gene in a kindred with polycystic liver disease (PCLD). METHODS: First, we chose a kindred with PCLD and obtained five venous blood samples of this kindred after the family members signed the informed consent form. In the kindred two cases were diagnosed with PCLD, and the left three cases were normal individuals. All the blood samples were preserved at -85  C. Second, we extracted the genomic DNA from the venous blood samples of the kindred using a QIAamp DNA Mini Kit and then performed long-range polymerase chain reaction (PCR) with different primers. The exons of PKD1 were all sequenced with the forward and reverse primers to ensure the accuracy of the results. Next, we purified the PCR products and directly sequenced them using Big Dye Terminator Chemistry version 3.1. The sequencing reaction was conducted with BiomekFX (Beckman). Finally, we analyzed the results. RESULTS: A total of 42 normal exons were identified in detecting mutations of the PKD1 gene. A synonymous mutation occurred in exon 5. The mutation was a homozygous T in the proband and was C in the reference sequence. This mutation was located in the third codon and did not change the amino acid encoded by the codon. Missense mutations occurred in exons 11 and 35. These mutations were located in the second codon; they changed the amino acid sequence and existed in the dbSNP library. A nonsense mutation occurred in exon 15. The mutation was a heterozygous CT in the proband and was C in the reference sequence. This mutation was located in the first codon and resulted in a termination codon. This mutation had an obvious influence on the encoded protein and changed the length of the protein from 4303 to 2246 amino acids. This was a new mutation that was not present in the dbSNP library. CONCLUSION: The nonsense mutation of exon 15 existed in the proband and in the third individual. Additionally, the proband was heterozygous for this mutation, so the mutable site was a pathogenic mutation.",Dataset__1_\Dataset\Non-Cancer\25741140.txt,0,"AIM: To find potential mutable sites by detecting mutations of the candidate gene in a kindred with polycystic liver disease (PCLD). METHODS: First, we chose a kindred with PCLD and obtained five venous blood samples of this kindred after the family members signed the informed consent form. In the kindred two cases were diagnosed with PCLD, and the left three cases were normal individuals. All the blood samples were preserved at -85 C. Second, we extracted the genomic DNA from the venous blood samples of the kindred using a QIAamp DNA Mini Kit and then performed long-range polymerase chain reaction (PCR) with different primers. The exons of PKD1 were all sequenced with the forward and reverse primers to ensure the accuracy of the results. Next, we purified the PCR products and directly sequenced them using Big Dye Terminator Chemistry version 3.1. The sequencing reaction was conducted with BiomekFX (Beckman). Finally, we analyzed the results. RESULTS: A total of 42 normal exons were identified in detecting mutations of the PKD1 gene. A synonymous mutation occurred in exon 5. The mutation was a homozygous T in the proband and was C in the reference sequence. This mutation was located in the third codon and did not change the amino acid encoded by the codon. Missense mutations occurred in exons 11 and 35. These mutations were located in the second codon; they changed the amino acid sequence and existed in the dbSNP library. A nonsense mutation occurred in exon 15. The mutation was a heterozygous CT in the proband and was C in the reference sequence. This mutation was located in the first codon and resulted in a termination codon. This mutation had an obvious influence on the encoded protein and changed the length of the protein from 4303 to 2246 amino acids. This was a new mutation that was not present in the dbSNP library. CONCLUSION: The nonsense mutation of exon 15 existed in the proband and in the third individual. Additionally, the proband was heterozygous for this mutation, so the mutable site was a pathogenic mutation.",[],0
26468051,The common gamma-chain cytokine receptor: tricks-and-treats for T cells.,"Originally identified as the third subunit of the high-affinity IL-2 receptor complex, the common gamma-chain (gammac) also acts as a non-redundant receptor subunit for a series of other cytokines, collectively known as gammac family cytokines. gammac plays essential roles in T cell development and differentiation, so that understanding the molecular basis of its signaling and regulation is a critical issue in T cell immunology. Unlike most other cytokine receptors, gammac is thought to be constitutively expressed and limited in its function to the assembly of high-affinity cytokine receptors. Surprisingly, recent studies reported a series of findings that unseat gammac as a simple housekeeping gene, and unveiled gammac as a new regulatory molecule in T cell activation and differentiation. Cytokine-independent binding of gammac to other cytokine receptor subunits suggested a pre-association model of gammac with proprietary cytokine receptors. Also, identification of a gammac splice isoform revealed expression of soluble gammac proteins (sgammac). sgammac directly interacted with surface IL-2Rbeta to suppress IL-2 signaling and to promote pro-inflammatory Th17 cell differentiation. As a result, endogenously produced sgammac exacerbated autoimmune inflammatory disease, while the removal of endogenous sgammac significantly ameliorated disease outcome. These data provide new insights into the role of both membrane and soluble gammac in cytokine signaling, and open new venues to interfere and modulate gammac signaling during immune activation. These unexpected discoveries further underscore the perspective that gammac biology remains largely uncharted territory that invites further exploration.",Dataset__1_\Dataset\Non-Cancer\26468051.txt,0,"Originally identified as the third subunit of the high-affinity IL-2 receptor complex, the common gamma-chain (gammac) also acts as a non-redundant receptor subunit for a series of other cytokines, collectively known as gammac family cytokines. gammac plays essential roles in T cell development and differentiation, so that understanding the molecular basis of its signaling and regulation is a critical issue in T cell immunology. Unlike most other cytokine receptors, gammac is thought to be constitutively expressed and limited in its function to the assembly of high-affinity cytokine receptors. Surprisingly, recent studies reported a series of findings that unseat gammac as a simple housekeeping gene, and unveiled gammac as a new regulatory molecule in T cell activation and differentiation. Cytokine-independent binding of gammac to other cytokine receptor subunits suggested a pre-association model of gammac with proprietary cytokine receptors. Also, identification of a gammac splice isoform revealed expression of soluble gammac proteins (sgammac). sgammac directly interacted with surface IL-2Rbeta to suppress IL-2 signaling and to promote pro-inflammatory Th17 cell differentiation. As a result, endogenously produced sgammac exacerbated autoimmune inflammatory disease, while the removal of endogenous sgammac significantly ameliorated disease outcome. These data provide new insights into the role of both membrane and soluble gammac in cytokine signaling, and open new venues to interfere and modulate gammac signaling during immune activation. These unexpected discoveries further underscore the perspective that gammac biology remains largely uncharted territory that invites further exploration.",[],0
31239718,Ilex hainanensis Merr targets ITGAV to suppress the proliferation and metastasis of osteosarcoma cells.,"Background: Osteosarcoma (OS) is the most common primary malignant bone tumor. Hence, there is an urgent need to identify effective and safe therapeutic agents against OS. It has been reported that Ilex hainanensis Merr (IME) possesses antitumor properties. Integrin subunit alpha V (ITGAV) is important for the diagnosis, treatment, and prognosis of tumors. Purpose: The objective of this study was to whether IME can play a role in the treatment of osteosarcoma by regulating ITGAV. Methods: Western blot and real-time PCR were used to detect the expression of ITGAV in non-tumorous tissues, osteosarcoma tissues, and metastatic tumors. The expression of ITGAV in MG63, U2OS, and hFOB1. A total of 19 cells was determined through Western blotting and real-time PCR. The expression of ITGAV in OS cells treated with different concentrations of DDP was determined through Western blotting. Agter transfecting with control or si-ITGAV, and subsequently treated with control or 5 mumol/L DDP, MTT assay and transwell assay were used to detect the proliferaion and migration of cells. Western blot was used to detect the expression of ITGAV in cells treated with different concentrations of IME and MTT assay and transwell assay were used to detect the proliferaion and migration of cells. MG63 and U2OS cells were treated with control, 5 mumol/L DDP, 25 mumol/L IME, or 5 mumol/L DDP combined with 25 mumol/L IME, the expression of ITGAV was determined through Western blotting and real-time PCR. MTT assay and transwell assay were used to detect the proliferation and migration of cells. Inhibitory effect of IME on lung metastasis of osteosarcoma in vivo. Results: ITGAV was highly expressed in tumors, with the highest expression found in metastatic tumors and higher in OS cells. A low concentration of DDP (5 mumol/L) inhibited the expression of ITGAV. However, ITGAV may be related to the development of resistance to DDP. Silencing of ITGAV downregulates the proliferation and migration of OS cells as the effect of low-concentration DDP (5 mumol/L). IME inhibited the proliferation and migration of MG63 and U2OS cells in a concentration-dependent manner and decreased the expression of ITGAV. MTT and Transwell assays showed that 25 mumol/L IME and 5 mumol/L DDP exhibited similar inhibitory effects on the proliferation and migration of OS cells. The combination of IME with DDP resulted in the amplification of these inhibitory effects. Both DDP and IME downregulated the expression of ITGAV, and the inhibition of ITGAV was amplified by the combination of IME with DDP. In-vivo studies have shown that IME and DDP, independently or in combination, may significantly inhibit the metastasis of OS to the lungs. Conclusion: IME may reduce the resistance of OS cells to DDP to some extent.",Dataset__1_\Dataset\Cancer\31239718.txt,1,"Background: Osteosarcoma (OS) is the most common primary malignant bone tumor. Hence, there is an urgent need to identify effective and safe therapeutic agents against OS. It has been reported that Ilex hainanensis Merr (IME) possesses antitumor properties. Integrin subunit alpha V (ITGAV) is important for the diagnosis, treatment, and prognosis of tumors. Purpose: The objective of this study was to whether IME can play a role in the treatment of osteosarcoma by regulating ITGAV. Methods: Western blot and real-time PCR were used to detect the expression of ITGAV in non-tumorous tissues, osteosarcoma tissues, and metastatic tumors. The expression of ITGAV in MG63, U2OS, and hFOB1. A total of 19 cells was determined through Western blotting and real-time PCR. The expression of ITGAV in OS cells treated with different concentrations of DDP was determined through Western blotting. Agter transfecting with control or si-ITGAV, and subsequently treated with control or 5 mumolL DDP, MTT assay and transwell assay were used to detect the proliferaion and migration of cells. Western blot was used to detect the expression of ITGAV in cells treated with different concentrations of IME and MTT assay and transwell assay were used to detect the proliferaion and migration of cells. MG63 and U2OS cells were treated with control, 5 mumolL DDP, 25 mumolL IME, or 5 mumolL DDP combined with 25 mumolL IME, the expression of ITGAV was determined through Western blotting and real-time PCR. MTT assay and transwell assay were used to detect the proliferation and migration of cells. Inhibitory effect of IME on lung metastasis of osteosarcoma in vivo. Results: ITGAV was highly expressed in tumors, with the highest expression found in metastatic tumors and higher in OS cells. A low concentration of DDP (5 mumolL) inhibited the expression of ITGAV. However, ITGAV may be related to the development of resistance to DDP. Silencing of ITGAV downregulates the proliferation and migration of OS cells as the effect of low-concentration DDP (5 mumolL). IME inhibited the proliferation and migration of MG63 and U2OS cells in a concentration-dependent manner and decreased the expression of ITGAV. MTT and Transwell assays showed that 25 mumolL IME and 5 mumolL DDP exhibited similar inhibitory effects on the proliferation and migration of OS cells. The combination of IME with DDP resulted in the amplification of these inhibitory effects. Both DDP and IME downregulated the expression of ITGAV, and the inhibition of ITGAV was amplified by the combination of IME with DDP. In-vivo studies have shown that IME and DDP, independently or in combination, may significantly inhibit the metastasis of OS to the lungs. Conclusion: IME may reduce the resistance of OS cells to DDP to some extent.",['tumor'],1
29428355,Dissecting Wnt Signaling for Melanocyte Regulation during Wound Healing.,"Abnormal pigmentation is commonly seen in the wound scar. Despite advancements in the research of wound healing, little is known about the repopulation of melanocytes in the healed skin. Previous studies have shown the capacity of melanocyte stem cells in the hair follicle to contribute skin epidermal melanocytes after injury in mice and humans. Here, we focused on the Wnt pathway, known to be a vital regulator of melanocyte stem cells in efforts to better understand the regulation of follicle-derived epidermal melanocytes during wound healing. We showed that transgenic expression of Wnt inhibitor Dkk1 in melanocytes reduced epidermal melanocytes in the wound scar. Conversely, forced activation of Wnt signaling by genetically stabilizing beta-catenin in melanocytes increases epidermal melanocytes. Furthermore, we show that deletion of Wntless (Wls), a gene required for Wnt ligand secretion, within epithelial cells results in failure in activating Wnt signaling in adjacent epidermal melanocytes. These results show the essential function of extrinsic Wnt ligands in initiating Wnt signaling in follicle-derived epidermal melanocytes during wound healing. Collectively, our results suggest the potential for Wnt signal regulation to promote melanocyte regeneration and provide a potential molecular window to promote proper melanocyte regeneration after wounding and in conditions such as vitiligo.",Dataset__1_\Dataset\Non-Cancer\29428355.txt,0,"Abnormal pigmentation is commonly seen in the wound scar. Despite advancements in the research of wound healing, little is known about the repopulation of melanocytes in the healed skin. Previous studies have shown the capacity of melanocyte stem cells in the hair follicle to contribute skin epidermal melanocytes after injury in mice and humans. Here, we focused on the Wnt pathway, known to be a vital regulator of melanocyte stem cells in efforts to better understand the regulation of follicle-derived epidermal melanocytes during wound healing. We showed that transgenic expression of Wnt inhibitor Dkk1 in melanocytes reduced epidermal melanocytes in the wound scar. Conversely, forced activation of Wnt signaling by genetically stabilizing beta-catenin in melanocytes increases epidermal melanocytes. Furthermore, we show that deletion of Wntless (Wls), a gene required for Wnt ligand secretion, within epithelial cells results in failure in activating Wnt signaling in adjacent epidermal melanocytes. These results show the essential function of extrinsic Wnt ligands in initiating Wnt signaling in follicle-derived epidermal melanocytes during wound healing. Collectively, our results suggest the potential for Wnt signal regulation to promote melanocyte regeneration and provide a potential molecular window to promote proper melanocyte regeneration after wounding and in conditions such as vitiligo.",[],0
31164412,T-Cell Deletion of MyD88 Connects IL17 and IkappaBzeta to RAS Oncogenesis.,"Cancer development requires a favorable tissue microenvironment. By deleting Myd88 in keratinocytes or specific bone marrow subpopulations in oncogenic RAS-mediated skin carcinogenesis, we show that IL17 from infiltrating T cells and IkappaBzeta signaling in keratinocytes are essential to produce a permissive microenvironment and tumor formation. Both normal and RAS-transformed keratinocytes respond to tumor promoters by activating canonical NF-kappaB and IkappaBzeta signaling, releasing specific cytokines and chemokines that attract Th17 cells through MyD88-dependent signaling in T cells. The release of IL17 into the microenvironment elevates IkappaBzeta in normal and RAS-transformed keratinocytes. Activation of IkappaBzeta signaling is required for the expression of specific promoting factors induced by IL17 in normal keratinocytes and constitutively expressed in RAS-initiated keratinocytes. Deletion of Nfkbiz in keratinocytes impairs RAS-mediated benign tumor formation. Transcriptional profiling and gene set enrichment analysis of IkappaBzeta-deficient RAS-initiated keratinocytes indicate that IkappaBzeta signaling is common for RAS transformation of multiple epithelial cancers. Probing The Cancer Genome Atlas datasets using this transcriptional profile indicates that reduction of IkappaBzeta signaling during cancer progression associates with poor prognosis in RAS-driven human cancers. IMPLICATIONS: The paradox that elevation of IkappaBzeta and stimulation of IkappaBzeta signaling through tumor extrinsic factors is required for RAS-mediated benign tumor formation while relative IkappaBzeta expression is reduced in advanced cancers with poor prognosis implies that tumor cells switch from microenvironmental dependency early in carcinogenesis to cell-autonomous pathways during cancer progression.",Dataset__1_\Dataset\Cancer\31164412.txt,1,"Cancer development requires a favorable tissue microenvironment. By deleting Myd88 in keratinocytes or specific bone marrow subpopulations in oncogenic RAS-mediated skin carcinogenesis, we show that IL17 from infiltrating T cells and IkappaBzeta signaling in keratinocytes are essential to produce a permissive microenvironment and tumor formation. Both normal and RAS-transformed keratinocytes respond to tumor promoters by activating canonical NF-kappaB and IkappaBzeta signaling, releasing specific cytokines and chemokines that attract Th17 cells through MyD88-dependent signaling in T cells. The release of IL17 into the microenvironment elevates IkappaBzeta in normal and RAS-transformed keratinocytes. Activation of IkappaBzeta signaling is required for the expression of specific promoting factors induced by IL17 in normal keratinocytes and constitutively expressed in RAS-initiated keratinocytes. Deletion of Nfkbiz in keratinocytes impairs RAS-mediated benign tumor formation. Transcriptional profiling and gene set enrichment analysis of IkappaBzeta-deficient RAS-initiated keratinocytes indicate that IkappaBzeta signaling is common for RAS transformation of multiple epithelial cancers. Probing The Cancer Genome Atlas datasets using this transcriptional profile indicates that reduction of IkappaBzeta signaling during cancer progression associates with poor prognosis in RAS-driven human cancers. IMPLICATIONS: The paradox that elevation of IkappaBzeta and stimulation of IkappaBzeta signaling through tumor extrinsic factors is required for RAS-mediated benign tumor formation while relative IkappaBzeta expression is reduced in advanced cancers with poor prognosis implies that tumor cells switch from microenvironmental dependency early in carcinogenesis to cell-autonomous pathways during cancer progression.","['tumor', 'cancer']",1
31000705,AURKB as a target in non-small cell lung cancer with acquired resistance to anti-EGFR therapy.,"Non-small cell lung cancer (NSCLC) tumors harboring mutations in EGFR ultimately relapse to therapy with EGFR tyrosine kinase inhibitors (EGFR TKIs). Here, we show that resistant cells without the p.T790M or other acquired mutations are sensitive to the Aurora B (AURKB) inhibitors barasertib and S49076. Phospho-histone H3 (pH3), a major product of AURKB, is increased in most resistant cells and treatment with AURKB inhibitors reduces the levels of pH3, triggering G1/S arrest and polyploidy. Senescence is subsequently induced in cells with acquired mutations while, in their absence, polyploidy is followed by cell death. Finally, in NSCLC patients, pH3 levels are increased after progression on EGFR TKIs and high pH3 baseline correlates with shorter survival. Our results reveal that AURKB activation is associated with acquired resistance to EGFR TKIs, and that AURKB constitutes a potential target in NSCLC progressing to anti-EGFR therapy and not carrying resistance mutations.",Dataset__1_\Dataset\Cancer\31000705.txt,1,"Non-small cell lung cancer (NSCLC) tumors harboring mutations in EGFR ultimately relapse to therapy with EGFR tyrosine kinase inhibitors (EGFR TKIs). Here, we show that resistant cells without the p.T790M or other acquired mutations are sensitive to the Aurora B (AURKB) inhibitors barasertib and S49076. Phospho-histone H3 (pH3), a major product of AURKB, is increased in most resistant cells and treatment with AURKB inhibitors reduces the levels of pH3, triggering G1S arrest and polyploidy. Senescence is subsequently induced in cells with acquired mutations while, in their absence, polyploidy is followed by cell death. Finally, in NSCLC patients, pH3 levels are increased after progression on EGFR TKIs and high pH3 baseline correlates with shorter survival. Our results reveal that AURKB activation is associated with acquired resistance to EGFR TKIs, and that AURKB constitutes a potential target in NSCLC progressing to anti-EGFR therapy and not carrying resistance mutations.","['lung cancer', 'cancer']",1
26134128,"Herpesvirus Genome Recognition Induced Acetylation of Nuclear IFI16 Is Essential for Its Cytoplasmic Translocation, Inflammasome and IFN-beta Responses.","The IL-1beta and type I interferon-beta (IFN-beta) molecules are important inflammatory cytokines elicited by the eukaryotic host as innate immune responses against invading pathogens and danger signals. Recently, a predominantly nuclear gamma-interferon-inducible protein 16 (IFI16) involved in transcriptional regulation has emerged as an innate DNA sensor which induced IL-1beta and IFN-beta production through inflammasome and STING activation, respectively. Herpesvirus (KSHV, EBV, and HSV-1) episomal dsDNA genome recognition by IFI16 leads to IFI16-ASC-procaspase-1 inflammasome association, cytoplasmic translocation and IL-1beta production. Independent of ASC, HSV-1 genome recognition results in IFI16 interaction with STING in the cytoplasm to induce interferon-beta production. However, the mechanisms of IFI16-inflammasome formation, cytoplasmic redistribution and STING activation are not known. Our studies here demonstrate that recognition of herpesvirus genomes in the nucleus by IFI16 leads into its interaction with histone acetyltransferase p300 and IFI16 acetylation resulting in IFI16-ASC interaction, inflammasome assembly, increased interaction with Ran-GTPase, cytoplasmic redistribution, caspase-1 activation, IL-1beta production, and interaction with STING which results in IRF-3 phosphorylation, nuclear pIRF-3 localization and interferon-beta production. ASC and STING knockdowns did not affect IFI16 acetylation indicating that this modification is upstream of inflammasome-assembly and STING-activation. Vaccinia virus replicating in the cytoplasm did not induce nuclear IFI16 acetylation and cytoplasmic translocation. IFI16 physically associates with KSHV and HSV-1 genomes as revealed by proximity ligation microscopy and chromatin-immunoprecipitation studies which is not hampered by the inhibition of acetylation, thus suggesting that acetylation of IFI16 is not required for its innate sensing of nuclear viral genomes. Collectively, these studies identify the increased nuclear acetylation of IFI16 as a dynamic essential post-genome recognition event in the nucleus that is common to the IFI16-mediated innate responses of inflammasome induction and IFN-beta production during herpesvirus (KSHV, EBV, HSV-1) infections.",Dataset__1_\Dataset\Non-Cancer\26134128.txt,0,"The IL-1beta and type I interferon-beta (IFN-beta) molecules are important inflammatory cytokines elicited by the eukaryotic host as innate immune responses against invading pathogens and danger signals. Recently, a predominantly nuclear gamma-interferon-inducible protein 16 (IFI16) involved in transcriptional regulation has emerged as an innate DNA sensor which induced IL-1beta and IFN-beta production through inflammasome and STING activation, respectively. Herpesvirus (KSHV, EBV, and HSV-1) episomal dsDNA genome recognition by IFI16 leads to IFI16-ASC-procaspase-1 inflammasome association, cytoplasmic translocation and IL-1beta production. Independent of ASC, HSV-1 genome recognition results in IFI16 interaction with STING in the cytoplasm to induce interferon-beta production. However, the mechanisms of IFI16-inflammasome formation, cytoplasmic redistribution and STING activation are not known. Our studies here demonstrate that recognition of herpesvirus genomes in the nucleus by IFI16 leads into its interaction with histone acetyltransferase p300 and IFI16 acetylation resulting in IFI16-ASC interaction, inflammasome assembly, increased interaction with Ran-GTPase, cytoplasmic redistribution, caspase-1 activation, IL-1beta production, and interaction with STING which results in IRF-3 phosphorylation, nuclear pIRF-3 localization and interferon-beta production. ASC and STING knockdowns did not affect IFI16 acetylation indicating that this modification is upstream of inflammasome-assembly and STING-activation. Vaccinia virus replicating in the cytoplasm did not induce nuclear IFI16 acetylation and cytoplasmic translocation. IFI16 physically associates with KSHV and HSV-1 genomes as revealed by proximity ligation microscopy and chromatin-immunoprecipitation studies which is not hampered by the inhibition of acetylation, thus suggesting that acetylation of IFI16 is not required for its innate sensing of nuclear viral genomes. Collectively, these studies identify the increased nuclear acetylation of IFI16 as a dynamic essential post-genome recognition event in the nucleus that is common to the IFI16-mediated innate responses of inflammasome induction and IFN-beta production during herpesvirus (KSHV, EBV, HSV-1) infections.",[],0
31097693,MEK inhibitors activate Wnt signalling and induce stem cell plasticity in colorectal cancer.,"In colorectal cancer (CRC), aberrant Wnt signalling is essential for tumorigenesis and maintenance of cancer stem cells. However, how other oncogenic pathways converge on Wnt signalling to modulate stem cell homeostasis in CRC currently remains poorly understood. Using large-scale compound screens in CRC, we identify MEK1/2 inhibitors as potent activators of Wnt/beta-catenin signalling. Targeting MEK increases Wnt activity in different CRC cell lines and murine intestine in vivo. Truncating mutations of APC generated by CRISPR/Cas9 strongly synergize with MEK inhibitors in enhancing Wnt responses in isogenic CRC models. Mechanistically, we demonstrate that MEK inhibition induces a rapid downregulation of AXIN1. Using patient-derived CRC organoids, we show that MEK inhibition leads to increased Wnt activity, elevated LGR5 levels and enrichment of gene signatures associated with stemness and cancer relapse. Our study demonstrates that clinically used MEK inhibitors inadvertently induce stem cell plasticity, revealing an unknown side effect of RAS pathway inhibition.",Dataset__1_\Dataset\Cancer\31097693.txt,1,"In colorectal cancer (CRC), aberrant Wnt signalling is essential for tumorigenesis and maintenance of cancer stem cells. However, how other oncogenic pathways converge on Wnt signalling to modulate stem cell homeostasis in CRC currently remains poorly understood. Using large-scale compound screens in CRC, we identify MEK12 inhibitors as potent activators of Wntbeta-catenin signalling. Targeting MEK increases Wnt activity in different CRC cell lines and murine intestine in vivo. Truncating mutations of APC generated by CRISPRCas9 strongly synergize with MEK inhibitors in enhancing Wnt responses in isogenic CRC models. Mechanistically, we demonstrate that MEK inhibition induces a rapid downregulation of AXIN1. Using patient-derived CRC organoids, we show that MEK inhibition leads to increased Wnt activity, elevated LGR5 levels and enrichment of gene signatures associated with stemness and cancer relapse. Our study demonstrates that clinically used MEK inhibitors inadvertently induce stem cell plasticity, revealing an unknown side effect of RAS pathway inhibition.","['colorectal cancer', 'cancer']",1
30950529,15 N MRI of SLIC-SABRE Hyperpolarized 15 N-Labelled Pyridine and Nicotinamide.,"Magnetic Resonance Imaging (MRI) is a powerful non-invasive diagnostic method extensively used in biomedical studies. A significant limitation of MRI is its relatively low signal-to-noise ratio, which can be increased by hyperpolarizing nuclear spins. One promising method is Signal Amplification By Reversible Exchange (SABRE), which employs parahydrogen as a source of hyperpolarization. Recent studies demonstrated the feasibility to improve MRI sensitivity with this hyperpolarization technique. Hyperpolarized 15 N nuclei in biomolecules can potentially retain their spin alignment for tens of minutes, providing an extended time window for the utilization of the hyperpolarized compounds. In this work, we demonstrate for the first time that radio-frequency-based SABRE hyperpolarization techniques can be used to obtain 15 N MRI of biomolecule 1-15 N-nicotinamide. Two image acquisition strategies were utilized and compared: Single Point Imaging (SPI) and Fast Low Angle SHot (FLASH). These methods demonstrated opportunities of high-field SABRE for biomedical applications.",Dataset__1_\Dataset\Non-Cancer\30950529.txt,0,"Magnetic Resonance Imaging (MRI) is a powerful non-invasive diagnostic method extensively used in biomedical studies. A significant limitation of MRI is its relatively low signal-to-noise ratio, which can be increased by hyperpolarizing nuclear spins. One promising method is Signal Amplification By Reversible Exchange (SABRE), which employs parahydrogen as a source of hyperpolarization. Recent studies demonstrated the feasibility to improve MRI sensitivity with this hyperpolarization technique. Hyperpolarized 15 N nuclei in biomolecules can potentially retain their spin alignment for tens of minutes, providing an extended time window for the utilization of the hyperpolarized compounds. In this work, we demonstrate for the first time that radio-frequency-based SABRE hyperpolarization techniques can be used to obtain 15 N MRI of biomolecule 1-15 N-nicotinamide. Two image acquisition strategies were utilized and compared: Single Point Imaging (SPI) and Fast Low Angle SHot (FLASH). These methods demonstrated opportunities of high-field SABRE for biomedical applications.",[],0
